time_s,F1,F2,F3,F4,F5
1.5016,239.7,726.1,1806.2,2415.0,3028.0
1.5116,363.2,1165.6,1727.9,2337.2,3358.3
1.5216,343.5,1178.2,1995.6,2668.8,3465.6
1.5316,234.4,631.9,1645.4,2403.2,2759.8
1.5416,283.9,1006.7,1508.0,2375.7,3137.9
1.5516,239.7,726.1,1806.2,2415.0,3028.0
1.5616,363.2,1165.6,1727.9,2337.2,3358.3
1.5716,343.5,1178.2,1995.6,2668.8,3465.6
1.5816,234.4,631.9,1645.4,2403.2,2759.8
1.5916,283.9,1006.7,1508.0,2375.7,3137.9
1.6016,239.7,726.1,1806.2,2415.0,3028.0
1.6116,363.2,1165.6,1727.9,2337.2,3358.3
1.6216,343.5,1178.2,1995.6,2668.8,3465.6
1.6316,234.4,631.9,1645.4,2403.2,2759.8
1.6416,283.9,1006.7,1508.0,2375.7,3137.9
1.6516,239.7,726.1,1806.2,2415.0,3028.0
1.6616,363.2,1165.6,1727.9,2337.2,3358.3
1.6716,343.5,1178.2,1995.6,2668.8,3465.6
1.6816,234.4,631.9,1645.4,2403.2,2759.8
1.6916,283.9,1006.7,1508.0,2375.7,3137.9
1.7016,239.7,726.1,1806.2,2415.0,3028.0
1.7116,363.2,1165.6,1727.9,2337.2,3358.3
1.7216,343.5,1178.2,1995.6,2668.8,3465.6
1.7316,234.4,631.9,1645.4,2403.2,2759.8
1.7416,283.9,1006.7,1508.0,2375.7,3137.9
1.7516,239.7,726.1,1806.2,2415.0,3028.0
1.7616,363.2,1165.6,1727.9,2337.2,3358.3
1.7716,343.5,1178.2,1995.6,2668.8,3465.6
1.7816,234.4,631.9,1645.4,2403.2,2759.8
1.7916,283.9,1006.7,1508.0,2375.7,3137.9
1.8016,239.7,726.1,1806.2,2415.0,3028.0
1.8116,363.2,1165.6,1727.9,2337.2,3358.3
1.8216,343.5,1178.2,1995.6,2668.8,3465.6
1.8316,234.4,631.9,1645.4,2403.2,2759.8
1.8416,283.9,1006.7,1508.0,2375.7,3137.9
1.8516,239.7,726.1,1806.2,2415.0,3028.0
1.8616,363.2,1165.6,1727.9,2337.2,3358.3
1.8716,343.5,1178.2,1995.6,2668.8,3465.6
1.8816,234.4,631.9,1645.4,2403.2,2759.8
1.8916,283.9,1006.7,1508.0,2375.7,3137.9
1.9016,239.7,726.1,1806.2,2415.0,3028.0
1.9116,363.2,1165.6,1727.9,2337.2,3358.3
1.9216,343.5,1178.2,1995.6,2668.8,3465.6
1.9316,234.4,631.9,1645.4,2403.2,2759.8
1.9416,283.9,1006.7,1508.0,2375.7,3137.9
1.9516,239.7,726.1,1806.2,2415.0,3028.0
1.9616,363.2,1165.6,1727.9,2337.2,3358.3
1.9716,343.5,1178.2,1995.6,2668.8,3465.6
1.9816,234.4,631.9,1645.4,2403.2,2759.8
